retailer_id,name,email,phone,address,created_at,region
9f75b5c8-67d9-4295-8201-516db3072b66,Suzanne Evans,melissapowers@yahoo.com,001-387-529-9924x887,"5297 Barker Squares, Gonzalezberg, IN 80160",2024-11-02 23:44:11,us-east
b7e6cb9c-4d02-4418-8889-1806edc7817c,Margaret Travis,dunnmark@gmail.com,908-332-7227,"016 Reese Trail Apt. 430, South Gregoryport, MO 35147",2024-06-15 04:06:32,us-west
6e47c755-20b6-4f51-8a46-26ea52884724,Linda Reynolds MD,howekelly@yahoo.com,717-600-7097x2988,"8540 Lawrence Parkways, South Timothyland, VA 84616",2024-07-07 17:49:58,us-east
93bccc13-cdd7-4cd2-8c7d-9b22fab769ff,Karen Bennett,taramooney@gmail.com,143-809-0746,"782 Walker Port Suite 163, Rebeccachester, CA 34190",2024-05-19 09:22:14,us-east
b1d6e116-62e3-4cdf-be20-cd12bc2bd67b,Christian Jones,castillolonnie@mora-vance.com,+1-446-340-0616x909,"72700 Shawn Mission Apt. 514, Amberfurt, MO 42382",2024-01-06 12:10:28,us-west
2de58f3f-2f18-4cf4-9335-8bcf0260fdfa,Larry Davis,jacksonbreanna@gmail.com,242-384-4217x47891,"19946 Lamb Village, South Timothy, ID 39751",2024-09-14 12:57:02,us-east
aba6fb6a-fe1d-4bff-9714-00fc670558e9,Randy Rodriguez,xhernandez@jones-cox.org,542.723.1596x991,"665 Brianna Village, East Angelicastad, SD 03375",2024-01-03 14:16:18,us-east
0a567b61-446b-4244-9e23-62f50afb4378,Todd Flores,ylindsey@hotmail.com,814-079-4495,"126 Jonathan Stream, East Joanne, FL 51547",2024-10-28 02:03:29,us-west
45e7f161-fae4-49d1-a77f-a5f7610e5af3,Stephanie Hudson,wandaduarte@gmail.com,+1-249-686-7676x6697,"17139 Swanson Unions, Christyhaven, IL 91445",2024-10-15 13:16:49,us-east
d49693ed-8640-4316-968e-9863875ad3da,John Hodges DDS,joy97@gmail.com,165-236-7597x2552,"879 Kaufman Forks, Taylorland, NJ 23877",2024-08-08 04:59:32,us-east
0ef4cb39-3dd3-4501-9a45-ef55de5247da,Judy House,morgan08@moore.info,+1-058-176-5352x8242,"Unit 0973 Box 8392, DPO AE 28833",2024-03-10 02:03:29,us-west
522dc1af-41af-4282-bbe1-5a5ea3fa4468,William Murphy,tiffany04@hotmail.com,575-832-3175x7063,"3576 Robert Mill Suite 269, Mahoneystad, FL 86997",2024-09-21 19:53:20,us-east
